11,12/23/2013 0:50,20068.75335,43280.2125,79789.35057,111450.4843,93754.12202,348342.9227,12,23,0,50,Mon,0
12,12/23/2013 1:00,28201.03183,45511.45402,74614.31419,116361.0663,88514.85702,353202.7234,12,23,1,0,Mon,0
13,12/23/2013 1:10,27079.86614,52021.79099,79237.85987,99787.00312,81655.82619,339782.3463,12,23,1,10,Mon,0
14,12/23/2013 1:20,31736.86175,62186.83559,80571.80287,91812.04845,66540.27342,332847.8221,12,23,1,20,Mon,0
15,12/23/2013 1:30,34152.51674,70442.74004,88551.89002,83328.18166,54415.56029,330890.8887,12,23,1,30,Mon,0
16,12/23/2013 1:40,36597.61749,63348.83289,95322.73198,78454.50115,44461.61998,318185.3035,12,23,1,40,Mon,0
17,12/23/2013 1:50,42281.71022,76219.53303,93530.64584,70557.65994,28615.33571,311204.8847,12,23,1,50,Mon,0
18,12/23/2013 2:00,46075.48334,72265.22831,89841.65661,71983.73912,37392.95448,317559.0619,12,23,2,0,Mon,0
19,12/23/2013 2:10,44103.968,74691.91346,88531.58832,61685.09662,33489.98155,302502.5479,12,23,2,10,Mon,0
20,12/23/2013 2:20,51899.78916,89102.8362,83468.0197,52922.26743,21384.28193,298777.1944,12,23,2,20,Mon,0
21,12/23/2013 2:30,52536.41697,78649.78291,96445.24584,59751.89938,20852.24032,308235.5854,12,23,2,30,Mon,0
22,12/23/2013 2:40,45992.83153,78528.71993,84809.58716,59809.62935,20303.46604,289444.234,12,23,2,40,Mon,0
23,12/23/2013 2:50,49350.30148,74607.95521,82508.866,60212.60695,20502.40375,287182.1334,12,23,2,50,Mon,0
24,12/23/2013 3:00,47135.8047,74246.03711,82923.74497,62551.8327,20683.57766,287540.9971,12,23,3,0,Mon,0
25,12/23/2013 3:10,45269.88251,77426.36891,87994.77047,48131.47763,18522.07859,277344.5781,12,23,3,10,Mon,0
26,12/23/2013 3:20,44980.4151,78356.52352,77350.38844,57725.34128,17974.10014,276386.7685,12,23,3,20,Mon,0
27,12/23/2013 3:30,39961.88987,68877.93262,88508.77615,57630.74708,22690.36492,277669.7106,12,23,3,30,Mon,0
28,12/23/2013 3:40,47592.31964,71714.16588,77424.07291,58586.92366,17969.58425,273287.0663,12,23,3,40,Mon,0
29,12/23/2013 3:50,37035.78282,64974.96773,77654.15746,63956.82111,29665.45062,273287.1797,12,23,3,50,Mon,0
30,12/23/2013 4:00,37512.59109,66967.28043,79051.66185,62514.06171,31131.68435,277177.2794,12,23,4,0,Mon,0
31,12/23/2013 4:10,31889.41512,71886.71917,78849.48928,66375.19859,26264.7119,275265.5341,12,23,4,10,Mon,0
32,12/23/2013 4:20,33882.58583,53401.74742,81258.43965,71062.70515,36373.00234,275978.4804,12,23,4,20,Mon,0
33,12/23/2013 4:30,24221.95439,53939.77763,76674.55169,75181.56417,50663.67679,280681.5247,12,23,4,30,Mon,0
